per,d_p90.0_ranumber,d_p90.1_ranumber,d_p90.2_ranumber,d_p90.3_ranumber,d_p90.4_ranumber,d_p90.5_ranumber,d_p90.6_ranumber,d_p90.7_ranumber,d_p90.8_ranumber,d_p90.9_ranumber,d_p91.0_ranumber,d_p91.1_ranumber,d_p91.2_ranumber,d_p91.3_ranumber,d_p91.4_ranumber,d_p91.5_ranumber,d_p91.6_ranumber,d_p91.7_ranumber,d_p91.8_ranumber,d_p91.9_ranumber,d_p92.0_ranumber,d_p92.1_ranumber,d_p92.2_ranumber,d_p92.3_ranumber,d_p92.4_ranumber,d_p92.5_ranumber,d_p92.6_ranumber,d_p92.7_ranumber,d_p92.8_ranumber,d_p92.9_ranumber,d_p93.0_ranumber,d_p93.1_ranumber,d_p93.2_ranumber,d_p93.3_ranumber,d_p93.4_ranumber,d_p93.5_ranumber,d_p93.6_ranumber,d_p93.7_ranumber,d_p93.8_ranumber,d_p93.9_ranumber,d_p94.0_ranumber,d_p94.1_ranumber,d_p94.2_ranumber,d_p94.3_ranumber,d_p94.4_ranumber,d_p94.5_ranumber,d_p94.6_ranumber,d_p94.7_ranumber,d_p94.8_ranumber,d_p94.9_ranumber,d_p95.0_ranumber,d_p95.1_ranumber,d_p95.2_ranumber,d_p95.3_ranumber,d_p95.4_ranumber,d_p95.5_ranumber,d_p95.6_ranumber,d_p95.7_ranumber,d_p95.8_ranumber,d_p95.9_ranumber,d_p96.0_ranumber,d_p96.1_ranumber,d_p96.2_ranumber,d_p96.3_ranumber,d_p96.4_ranumber,d_p96.5_ranumber,d_p96.6_ranumber,d_p96.7_ranumber,d_p96.8_ranumber,d_p96.9_ranumber,d_p97.0_ranumber,d_p97.1_ranumber,d_p97.2_ranumber,d_p97.3_ranumber,d_p97.4_ranumber,d_p97.5_ranumber,d_p97.6_ranumber,d_p97.7_ranumber,d_p97.8_ranumber,d_p97.9_ranumber,d_p98.0_ranumber,d_p98.1_ranumber,d_p98.2_ranumber,d_p98.3_ranumber,d_p98.4_ranumber,d_p98.5_ranumber,d_p98.6_ranumber,d_p98.7_ranumber,d_p98.8_ranumber,d_p98.9_ranumber,d_p99.0_ranumber,d_p99.1_ranumber,d_p99.2_ranumber,d_p99.3_ranumber,d_p99.4_ranumber,d_p99.5_ranumber,d_p99.6_ranumber,d_p99.7_ranumber,d_p99.8_ranumber,d_p99.9_ranumber,area
31,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.836734693877551,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,1.2244897959183672,0.6122448979591836,0.6122448979591836,0.6122448979591836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.4061224489795
32,4.35483870967742,4.35483870967742,4.35483870967742,4.35483870967742,4.35483870967742,4.35483870967742,4.35483870967742,4.35483870967742,4.35483870967742,4.35483870967742,4.35483870967742,4.35483870967742,4.35483870967742,4.35483870967742,4.35483870967742,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,3.870967741935484,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.903225806451613,2.4193548387096775,2.4193548387096775,2.4193548387096775,2.4193548387096775,2.4193548387096775,2.4193548387096775,2.4193548387096775,2.4193548387096775,2.4193548387096775,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.4516129032258065,1.4516129032258065,1.4516129032258065,1.4516129032258065,1.4516129032258065,1.4516129032258065,1.4516129032258065,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2772.401612903226
33,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,4.411764705882353,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,2.647058823529412,2.647058823529412,2.647058823529412,2.647058823529412,2.647058823529412,2.647058823529412,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909.7558823529412
34,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.0,2.0,2.0,2.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,317.315
35,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,1.935483870967742,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.68709677419355
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.73999999999998
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.83636363636361
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.725
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.6928571428572
40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.5
41,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.94864864864866
42,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.9
43,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.4222222222223
44,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.9657142857143
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4817.6884615384615
46,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.55
47,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,1.4285714285714284,1.4285714285714284,1.4285714285714284,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.4642857142857
