per,h_p90.0_ranumber,h_p90.1_ranumber,h_p90.2_ranumber,h_p90.3_ranumber,h_p90.4_ranumber,h_p90.5_ranumber,h_p90.6_ranumber,h_p90.7_ranumber,h_p90.8_ranumber,h_p90.9_ranumber,h_p91.0_ranumber,h_p91.1_ranumber,h_p91.2_ranumber,h_p91.3_ranumber,h_p91.4_ranumber,h_p91.5_ranumber,h_p91.6_ranumber,h_p91.7_ranumber,h_p91.8_ranumber,h_p91.9_ranumber,h_p92.0_ranumber,h_p92.1_ranumber,h_p92.2_ranumber,h_p92.3_ranumber,h_p92.4_ranumber,h_p92.5_ranumber,h_p92.6_ranumber,h_p92.7_ranumber,h_p92.8_ranumber,h_p92.9_ranumber,h_p93.0_ranumber,h_p93.1_ranumber,h_p93.2_ranumber,h_p93.3_ranumber,h_p93.4_ranumber,h_p93.5_ranumber,h_p93.6_ranumber,h_p93.7_ranumber,h_p93.8_ranumber,h_p93.9_ranumber,h_p94.0_ranumber,h_p94.1_ranumber,h_p94.2_ranumber,h_p94.3_ranumber,h_p94.4_ranumber,h_p94.5_ranumber,h_p94.6_ranumber,h_p94.7_ranumber,h_p94.8_ranumber,h_p94.9_ranumber,h_p95.0_ranumber,h_p95.1_ranumber,h_p95.2_ranumber,h_p95.3_ranumber,h_p95.4_ranumber,h_p95.5_ranumber,h_p95.6_ranumber,h_p95.7_ranumber,h_p95.8_ranumber,h_p95.9_ranumber,h_p96.0_ranumber,h_p96.1_ranumber,h_p96.2_ranumber,h_p96.3_ranumber,h_p96.4_ranumber,h_p96.5_ranumber,h_p96.6_ranumber,h_p96.7_ranumber,h_p96.8_ranumber,h_p96.9_ranumber,h_p97.0_ranumber,h_p97.1_ranumber,h_p97.2_ranumber,h_p97.3_ranumber,h_p97.4_ranumber,h_p97.5_ranumber,h_p97.6_ranumber,h_p97.7_ranumber,h_p97.8_ranumber,h_p97.9_ranumber,h_p98.0_ranumber,h_p98.1_ranumber,h_p98.2_ranumber,h_p98.3_ranumber,h_p98.4_ranumber,h_p98.5_ranumber,h_p98.6_ranumber,h_p98.7_ranumber,h_p98.8_ranumber,h_p98.9_ranumber,h_p99.0_ranumber,h_p99.1_ranumber,h_p99.2_ranumber,h_p99.3_ranumber,h_p99.4_ranumber,h_p99.5_ranumber,h_p99.6_ranumber,h_p99.7_ranumber,h_p99.8_ranumber,h_p99.9_ranumber,area
18,4.225352112676057,4.225352112676057,4.225352112676057,4.225352112676057,4.225352112676057,4.225352112676057,4.225352112676057,4.225352112676057,4.225352112676057,4.225352112676057,4.225352112676057,3.8028169014084505,3.8028169014084505,3.8028169014084505,3.8028169014084505,3.8028169014084505,3.8028169014084505,3.8028169014084505,3.380281690140845,3.380281690140845,3.380281690140845,3.380281690140845,3.380281690140845,3.380281690140845,3.380281690140845,3.380281690140845,3.380281690140845,3.380281690140845,3.380281690140845,3.380281690140845,3.380281690140845,3.380281690140845,3.380281690140845,3.380281690140845,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.957746478873239,2.535211267605634,2.535211267605634,2.535211267605634,2.535211267605634,2.1126760563380285,1.267605633802817,1.267605633802817,1.267605633802817,1.267605633802817,1.267605633802817,1.267605633802817,1.267605633802817,1.267605633802817,1.267605633802817,1.267605633802817,1.267605633802817,1.267605633802817,1.267605633802817,1.267605633802817,1.267605633802817,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.4225352112676056,0.4225352112676056,0.4225352112676056,0.4225352112676056,0.4225352112676056,0.0,0.0,0.0,0.0,1050.1225352112674
19,9.642857142857144,9.642857142857144,9.642857142857144,9.642857142857144,9.642857142857144,8.571428571428571,8.571428571428571,8.571428571428571,8.571428571428571,8.571428571428571,8.571428571428571,8.571428571428571,8.571428571428571,8.571428571428571,8.571428571428571,8.571428571428571,8.571428571428571,8.571428571428571,7.5,7.5,7.5,7.5,7.5,7.5,7.5,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,6.428571428571428,5.357142857142858,5.357142857142858,5.357142857142858,5.357142857142858,5.357142857142858,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,3.214285714285714,3.214285714285714,3.214285714285714,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0714285714285714,269.36785714285713
20,20.625,20.625,20.625,20.625,20.625,19.6875,19.6875,19.21875,17.34375,17.34375,17.34375,17.34375,16.875,16.875,16.875,16.875,16.40625,16.40625,16.40625,16.40625,15.9375,15.9375,15.9375,15.0,15.0,14.0625,14.0625,14.0625,14.0625,14.0625,14.0625,14.0625,13.59375,13.59375,13.125,13.125,12.65625,12.65625,11.25,11.25,10.78125,10.78125,10.78125,10.78125,10.3125,10.3125,9.84375,9.84375,9.84375,9.84375,9.375,8.90625,8.4375,8.4375,8.4375,7.5,7.5,7.5,6.5625,6.5625,6.5625,6.5625,6.5625,6.5625,5.625,4.21875,4.21875,4.21875,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.28125,2.8125,1.875,1.875,1.40625,1.40625,1.40625,1.40625,1.40625,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.46875,0.46875,0.46875,0.46875,0.46875,0.46875,0.46875,0.46875,0.46875,711.28125
21,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.36585365853658536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.13780487804877
22,2.4324324324324325,2.4324324324324325,2.4324324324324325,2.4324324324324325,2.4324324324324325,2.4324324324324325,2.4324324324324325,2.4324324324324325,2.4324324324324325,2.4324324324324325,2.4324324324324325,2.4324324324324325,2.4324324324324325,2.4324324324324325,2.4324324324324325,2.4324324324324325,2.4324324324324325,2.4324324324324325,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,1.6216216216216217,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.79729729729723
23,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,6.923076923076923,5.769230769230769,5.769230769230769,5.769230769230769,5.769230769230769,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,3.4615384615384617,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,1.153846153846154,202.78846153846155
24,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,9.166666666666668,8.333333333333334,8.333333333333334,8.333333333333334,8.333333333333334,7.5,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,5.833333333333333,5.833333333333333,5.833333333333333,5.0,5.0,5.0,5.0,5.0,5.0,4.166666666666667,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,2.5,2.5,2.5,2.5,2.5,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.6666666666666665,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.0,0.0,469.06666666666666
25,6.428571428571428,6.428571428571428,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.571428571428571,5.142857142857143,4.714285714285714,4.714285714285714,4.714285714285714,4.285714285714286,3.8571428571428568,3.8571428571428568,3.8571428571428568,3.8571428571428568,3.8571428571428568,3.8571428571428568,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5714285714285716,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,2.142857142857143,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.2857142857142858,1.2857142857142858,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.6942857142857
26,7.777777777777778,7.777777777777778,7.777777777777778,7.777777777777778,7.777777777777778,7.777777777777778,7.777777777777778,7.777777777777778,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,6.666666666666666,5.555555555555555,5.555555555555555,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,4.444444444444445,3.333333333333333,3.333333333333333,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,131.0888888888889
27,4.545454545454546,4.545454545454546,4.545454545454546,4.545454545454546,4.545454545454546,4.545454545454546,4.545454545454546,4.545454545454546,3.6363636363636367,3.6363636363636367,3.6363636363636367,3.6363636363636367,3.6363636363636367,3.6363636363636367,3.6363636363636367,3.6363636363636367,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,2.7272727272727275,1.8181818181818183,1.8181818181818183,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.5181818181818
28,15.0,15.0,15.0,15.0,15.0,14.0,14.0,12.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.66
29,7.252747252747253,7.252747252747253,6.923076923076923,6.923076923076923,6.923076923076923,6.263736263736264,6.263736263736264,6.263736263736264,6.263736263736264,6.263736263736264,6.263736263736264,6.263736263736264,5.604395604395604,5.604395604395604,5.604395604395604,5.604395604395604,4.945054945054945,4.945054945054945,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.615384615384616,4.285714285714286,4.285714285714286,3.956043956043956,3.956043956043956,3.956043956043956,3.956043956043956,3.956043956043956,3.2967032967032965,3.2967032967032965,2.9670329670329667,2.9670329670329667,2.9670329670329667,2.9670329670329667,2.9670329670329667,2.9670329670329667,2.9670329670329667,2.9670329670329667,2.9670329670329667,2.6373626373626378,2.6373626373626378,2.6373626373626378,2.6373626373626378,2.6373626373626378,2.6373626373626378,2.6373626373626378,2.6373626373626378,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,2.307692307692308,1.978021978021978,1.978021978021978,1.978021978021978,1.978021978021978,1.978021978021978,1.978021978021978,1.978021978021978,1.978021978021978,1.978021978021978,1.978021978021978,1.978021978021978,1.978021978021978,1.6483516483516483,1.6483516483516483,1.6483516483516483,1.6483516483516483,1.3186813186813189,1.3186813186813189,1.3186813186813189,0.989010989010989,0.6593406593406594,0.6593406593406594,0.6593406593406594,0.6593406593406594,0.6593406593406594,0.6593406593406594,0.6593406593406594,0.6593406593406594,0.6593406593406594,0.6593406593406594,0.6593406593406594,0.6593406593406594,0.3296703296703297,0.3296703296703297,0.3296703296703297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.46923076923076
30,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.5714285714285716,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,558.0171428571429
